"NOM","ANNEE","PLUIE"
"GRENOBLE-ST GEOIRS",2008,56.8
"GRENOBLE-ST GEOIRS",2009,33.8
"GRENOBLE-ST GEOIRS",2010,47.1
"GRENOBLE-ST GEOIRS",2011,52.5
"GRENOBLE-ST GEOIRS",2012,66.3
"GRENOBLE-ST GEOIRS",2013,82
"GRENOBLE-ST GEOIRS",2014,74.9
"GRENOBLE-ST GEOIRS",2015,56.5
"GRENOBLE-ST GEOIRS",2016,47.7
"GRENOBLE-ST GEOIRS",2017,28.3
"GRENOBLE-ST GEOIRS",2018,43
"GRENOBLE-ST GEOIRS",2019,55.6
"GRENOBLE-ST GEOIRS",2020,68.7
"GRENOBLE-ST GEOIRS",2021,77.5
"GRENOBLE-ST GEOIRS",2022,41.6
"ST-LAURENT-DU-PONT",1950,68
"ST-LAURENT-DU-PONT",1951,52.4
"ST-LAURENT-DU-PONT",1952,49.5
"ST-LAURENT-DU-PONT",1953,89.6
"ST-LAURENT-DU-PONT",1954,128.5
"ST-LAURENT-DU-PONT",1955,NA
"ST-LAURENT-DU-PONT",1956,72.5
"ST-LAURENT-DU-PONT",1957,NA
"ST-LAURENT-DU-PONT",1958,88.4
"ST-LAURENT-DU-PONT",1959,95.5
"ST-LAURENT-DU-PONT",1960,80
"ST-LAURENT-DU-PONT",1961,55
"ST-LAURENT-DU-PONT",1962,56
"ST-LAURENT-DU-PONT",1963,68
"ST-LAURENT-DU-PONT",1964,46.6
"ST-LAURENT-DU-PONT",1965,55.5
"ST-LAURENT-DU-PONT",1966,71.1
"ST-LAURENT-DU-PONT",1967,81.6
"ST-LAURENT-DU-PONT",1968,71.4
"ST-LAURENT-DU-PONT",1969,80.6
"ST-LAURENT-DU-PONT",1970,50.5
"ST-LAURENT-DU-PONT",1971,61.6
"ST-LAURENT-DU-PONT",1972,50.2
"ST-LAURENT-DU-PONT",1973,93.4
"ST-LAURENT-DU-PONT",1974,55.4
"ST-LAURENT-DU-PONT",1975,76
"ST-LAURENT-DU-PONT",1976,47.6
"ST-LAURENT-DU-PONT",1977,64.5
"ST-LAURENT-DU-PONT",1978,125
"ST-LAURENT-DU-PONT",1979,60
"ST-LAURENT-DU-PONT",1980,110
"ST-LAURENT-DU-PONT",1981,58.5
"ST-LAURENT-DU-PONT",1982,71.5
"ST-LAURENT-DU-PONT",1983,76.5
"ST-LAURENT-DU-PONT",1984,43.5
"ST-LAURENT-DU-PONT",1985,57
"ST-LAURENT-DU-PONT",1986,56
"ST-LAURENT-DU-PONT",1987,75
"ST-LAURENT-DU-PONT",1988,76
"ST-LAURENT-DU-PONT",1989,47
"ST-LAURENT-DU-PONT",1990,70
"ST-LAURENT-DU-PONT",1991,110
"ST-LAURENT-DU-PONT",1992,60
"ST-LAURENT-DU-PONT",1993,66.5
"ST-LAURENT-DU-PONT",1994,88
"ST-LAURENT-DU-PONT",1995,91
"ST-LAURENT-DU-PONT",1996,78
"ST-LAURENT-DU-PONT",1997,60
"ST-LAURENT-DU-PONT",1998,64
"ST-LAURENT-DU-PONT",1999,88.5
"ST-LAURENT-DU-PONT",2000,64.9
"ST-LAURENT-DU-PONT",2001,73.5
"ST-LAURENT-DU-PONT",2002,92.7
"ST-LAURENT-DU-PONT",2003,68
"ST-LAURENT-DU-PONT",2004,95.8
"ST-LAURENT-DU-PONT",2005,100
"ST-LAURENT-DU-PONT",2006,41.5
"ST-LAURENT-DU-PONT",2007,52
"ST-LAURENT-DU-PONT",2008,61.7
"ST-LAURENT-DU-PONT",2009,47
"ST-LAURENT-DU-PONT",2010,50
"ST-LAURENT-DU-PONT",2011,79
"ST-LAURENT-DU-PONT",2012,62.3
"ST-LAURENT-DU-PONT",2013,73.7
"ST-LAURENT-DU-PONT",2014,54.7
"ST-LAURENT-DU-PONT",2015,86.3
"ST-LAURENT-DU-PONT",2016,43.5
"ST-LAURENT-DU-PONT",2017,44.7
"ST-LAURENT-DU-PONT",2018,33.1
"ST-LAURENT-DU-PONT",2019,NA
"ST-LAURENT-DU-PONT",2020,NA
"ST-LAURENT-DU-PONT",2021,NA
"ST-LAURENT-DU-PONT",2022,NA
"GRANDE-CHARTREUSE",1950,88
"GRANDE-CHARTREUSE",1951,126.5
"GRANDE-CHARTREUSE",1952,79.2
"GRANDE-CHARTREUSE",1953,74
"GRANDE-CHARTREUSE",1954,128
"GRANDE-CHARTREUSE",1955,84.6
"GRANDE-CHARTREUSE",1956,103.5
"GRANDE-CHARTREUSE",1957,NA
"GRANDE-CHARTREUSE",1958,148
"GRANDE-CHARTREUSE",1959,97.5
"GRANDE-CHARTREUSE",1960,108.1
"GRANDE-CHARTREUSE",1961,107.6
"GRANDE-CHARTREUSE",1962,84
"GRANDE-CHARTREUSE",1963,81.2
"GRANDE-CHARTREUSE",1964,76.7
"GRANDE-CHARTREUSE",1965,49.9
"GRANDE-CHARTREUSE",1966,77.2
"GRANDE-CHARTREUSE",1967,92.8
"GRANDE-CHARTREUSE",1968,114.5
"GRANDE-CHARTREUSE",1969,68.6
"GRANDE-CHARTREUSE",1970,74.7
"GRANDE-CHARTREUSE",1971,76.4
"GRANDE-CHARTREUSE",1972,54.1
"GRANDE-CHARTREUSE",1973,80.6
"GRANDE-CHARTREUSE",1974,70.6
"GRANDE-CHARTREUSE",1975,80.9
"GRANDE-CHARTREUSE",1976,63.1
"GRANDE-CHARTREUSE",1977,57.4
"GRANDE-CHARTREUSE",1978,138.7
"GRANDE-CHARTREUSE",1979,58.6
"GRANDE-CHARTREUSE",1980,144.8
"GRANDE-CHARTREUSE",1981,112.9
"GRANDE-CHARTREUSE",1982,63.2
"GRANDE-CHARTREUSE",1983,85.6
"GRANDE-CHARTREUSE",1984,77.3
"GRANDE-CHARTREUSE",1985,75.3
"GRANDE-CHARTREUSE",1986,103.8
"GRANDE-CHARTREUSE",1987,69.2
"GRANDE-CHARTREUSE",1988,59.6
"GRANDE-CHARTREUSE",1989,68.7
"GRANDE-CHARTREUSE",1990,99.3
"GRANDE-CHARTREUSE",1991,157.9
"GRANDE-CHARTREUSE",1992,74.7
"GRANDE-CHARTREUSE",1993,73.6
"GRANDE-CHARTREUSE",1994,171.3
"GRANDE-CHARTREUSE",1995,124.2
"GRANDE-CHARTREUSE",1996,141.7
"GRANDE-CHARTREUSE",1997,68.9
"GRANDE-CHARTREUSE",1998,81.5
"GRANDE-CHARTREUSE",1999,89.2
"GRANDE-CHARTREUSE",2000,89.7
"GRANDE-CHARTREUSE",2001,56.3
"GRANDE-CHARTREUSE",2002,128
"GRANDE-CHARTREUSE",2003,68.5
"GRANDE-CHARTREUSE",2004,82
"GRANDE-CHARTREUSE",2005,100.7
"GRANDE-CHARTREUSE",2006,97.7
"GRANDE-CHARTREUSE",2007,89.2
"GRANDE-CHARTREUSE",2008,139.5
"GRANDE-CHARTREUSE",2009,51
"GRANDE-CHARTREUSE",2010,77.5
"GRANDE-CHARTREUSE",2011,71.3
"GRANDE-CHARTREUSE",2012,68
"GRANDE-CHARTREUSE",2013,65.5
"GRANDE-CHARTREUSE",2014,91.1
"GRANDE-CHARTREUSE",2015,65
"GRANDE-CHARTREUSE",2016,110.2
"GRANDE-CHARTREUSE",2017,79.8
"GRANDE-CHARTREUSE",2018,68.6
"GRANDE-CHARTREUSE",2019,104.7
"GRANDE-CHARTREUSE",2020,84
"GRANDE-CHARTREUSE",2021,83.9
"GRANDE-CHARTREUSE",2022,75.6
"ST-HILAIRE",1950,72.5
"ST-HILAIRE",1951,70.2
"ST-HILAIRE",1952,73.4
"ST-HILAIRE",1953,51.4
"ST-HILAIRE",1954,NA
"ST-HILAIRE",1955,112.8
"ST-HILAIRE",1956,58.3
"ST-HILAIRE",1957,NA
"ST-HILAIRE",1958,87.1
"ST-HILAIRE",1959,53
"ST-HILAIRE",1960,70.5
"ST-HILAIRE",1961,97.3
"ST-HILAIRE",1962,74
"ST-HILAIRE",1963,44.3
"ST-HILAIRE",1964,68.6
"ST-HILAIRE",1965,69.2
"ST-HILAIRE",1966,56.5
"ST-HILAIRE",1967,90
"ST-HILAIRE",1968,87
"ST-HILAIRE",1969,67.3
"ST-HILAIRE",1970,68.6
"ST-HILAIRE",1971,59.8
"ST-HILAIRE",1972,140.2
"ST-HILAIRE",1973,68.2
"ST-HILAIRE",1974,75.1
"ST-HILAIRE",1975,78
"ST-HILAIRE",1976,68.2
"ST-HILAIRE",1977,53
"ST-HILAIRE",1978,83.5
"ST-HILAIRE",1979,63
"ST-HILAIRE",1980,62
"ST-HILAIRE",1981,53
"ST-HILAIRE",1982,60
"ST-HILAIRE",1983,93
"ST-HILAIRE",1984,54
"ST-HILAIRE",1985,75
"ST-HILAIRE",1986,44.5
"ST-HILAIRE",1987,53
"ST-HILAIRE",1988,41
"ST-HILAIRE",1989,60
"ST-HILAIRE",1990,154
"ST-HILAIRE",1991,117.5
"ST-HILAIRE",1992,56.5
"ST-HILAIRE",1993,57.5
"ST-HILAIRE",1994,79
"ST-HILAIRE",1995,90
"ST-HILAIRE",1996,84
"ST-HILAIRE",1997,68
"ST-HILAIRE",1998,55
"ST-HILAIRE",1999,60
"ST-HILAIRE",2000,69
"ST-HILAIRE",2001,46
"ST-HILAIRE",2002,79
"ST-HILAIRE",2003,55.5
"ST-HILAIRE",2004,59
"ST-HILAIRE",2005,66
"ST-HILAIRE",2006,51
"ST-HILAIRE",2007,55
"ST-HILAIRE",2008,62.5
"ST-HILAIRE",2009,61.5
"ST-HILAIRE",2010,145
"ST-HILAIRE",2011,48.5
"ST-HILAIRE",2012,52.9
"ST-HILAIRE",2013,68.5
"ST-HILAIRE",2014,40
"ST-HILAIRE",2015,71.5
"ST-HILAIRE",2016,33.5
"ST-HILAIRE",2017,82.4
"ST-HILAIRE",2018,77.8
"ST-HILAIRE",2019,57.6
"ST-HILAIRE",2020,72.8
"ST-HILAIRE",2021,71.6
"ST-HILAIRE",2022,57
"LE VERSOUD",1950,NA
"LE VERSOUD",1951,NA
"LE VERSOUD",1952,NA
"LE VERSOUD",1953,NA
"LE VERSOUD",1954,NA
"LE VERSOUD",1955,NA
"LE VERSOUD",1956,NA
"LE VERSOUD",1957,NA
"LE VERSOUD",1958,NA
"LE VERSOUD",1959,NA
"LE VERSOUD",1960,NA
"LE VERSOUD",1961,NA
"LE VERSOUD",1962,NA
"LE VERSOUD",1963,NA
"LE VERSOUD",1964,NA
"LE VERSOUD",1965,NA
"LE VERSOUD",1966,NA
"LE VERSOUD",1967,NA
"LE VERSOUD",1968,NA
"LE VERSOUD",1969,NA
"LE VERSOUD",1970,NA
"LE VERSOUD",1971,NA
"LE VERSOUD",1972,NA
"LE VERSOUD",1973,67.4
"LE VERSOUD",1974,48
"LE VERSOUD",1975,73.8
"LE VERSOUD",1976,39.2
"LE VERSOUD",1977,63.5
"LE VERSOUD",1978,66.3
"LE VERSOUD",1979,44
"LE VERSOUD",1980,44.8
"LE VERSOUD",1981,76.5
"LE VERSOUD",1982,45.2
"LE VERSOUD",1983,85.9
"LE VERSOUD",1984,36
"LE VERSOUD",1985,43
"LE VERSOUD",1986,30.2
"LE VERSOUD",1987,54
"LE VERSOUD",1988,52
"LE VERSOUD",1989,55.3
"LE VERSOUD",1990,67
"LE VERSOUD",1991,75
"LE VERSOUD",1992,62
"LE VERSOUD",1993,47
"LE VERSOUD",1994,70
"LE VERSOUD",1995,52
"LE VERSOUD",1996,49
"LE VERSOUD",1997,48
"LE VERSOUD",1998,52
"LE VERSOUD",1999,45
"LE VERSOUD",2000,59.6
"LE VERSOUD",2001,50.4
"LE VERSOUD",2002,48.2
"LE VERSOUD",2003,47.6
"LE VERSOUD",2004,50.4
"LE VERSOUD",2005,47.8
"LE VERSOUD",2006,35
"LE VERSOUD",2007,40
"LE VERSOUD",2008,54.8
"LE VERSOUD",2009,31.6
"LE VERSOUD",2010,46.4
"LE VERSOUD",2011,53.3
"LE VERSOUD",2012,45.5
"LE VERSOUD",2013,71.6
"LE VERSOUD",2014,38.5
"LE VERSOUD",2015,43
"LE VERSOUD",2016,37.4
"LE VERSOUD",2017,43.6
"LE VERSOUD",2018,44.2
"LE VERSOUD",2019,54.3
"LE VERSOUD",2020,54.7
"LE VERSOUD",2021,44.8
"LE VERSOUD",2022,50.6
"ENGINS",1950,38.8
"ENGINS",1951,49
"ENGINS",1952,43.8
"ENGINS",1953,42.3
"ENGINS",1954,118.8
"ENGINS",1955,74.4
"ENGINS",1956,81.3
"ENGINS",1957,51
"ENGINS",1958,78.3
"ENGINS",1959,53.5
"ENGINS",1960,72.3
"ENGINS",1961,76.2
"ENGINS",1962,42.4
"ENGINS",1963,52.2
"ENGINS",1964,49.5
"ENGINS",1965,58.3
"ENGINS",1966,51.2
"ENGINS",1967,65.8
"ENGINS",1968,86.3
"ENGINS",1969,59.7
"ENGINS",1970,62.1
"ENGINS",1971,57.7
"ENGINS",1972,41.6
"ENGINS",1973,76.2
"ENGINS",1974,87.1
"ENGINS",1975,78.9
"ENGINS",1976,46.5
"ENGINS",1977,54.1
"ENGINS",1978,97.4
"ENGINS",1979,59.8
"ENGINS",1980,78.9
"ENGINS",1981,63.6
"ENGINS",1982,55.2
"ENGINS",1983,100.5
"ENGINS",1984,58.7
"ENGINS",1985,54.1
"ENGINS",1986,49.9
"ENGINS",1987,40.7
"ENGINS",1988,58.1
"ENGINS",1989,59.6
"ENGINS",1990,100.6
"ENGINS",1991,137.4
"ENGINS",1992,76.7
"ENGINS",1993,54.4
"ENGINS",1994,79.8
"ENGINS",1995,64.9
"ENGINS",1996,90
"ENGINS",1997,45.8
"ENGINS",1998,54.5
"ENGINS",1999,70.2
"ENGINS",2000,95.8
"ENGINS",2001,48.2
"ENGINS",2002,75
"ENGINS",2003,67.8
"ENGINS",2004,53.1
"ENGINS",2005,53.3
"ENGINS",2006,45.3
"ENGINS",2007,63.9
"ENGINS",2008,50.4
"ENGINS",2009,43.5
"ENGINS",2010,49.8
"ENGINS",2011,71.6
"ENGINS",2012,54.1
"ENGINS",2013,92
"ENGINS",2014,79.1
"ENGINS",2015,46.3
"ENGINS",2016,28.7
"ENGINS",2017,51
"ENGINS",2018,NA
"ENGINS",2019,NA
"ENGINS",2020,NA
"ENGINS",2021,NA
"ENGINS",2022,50
"AUTRANS",1950,52
"AUTRANS",1951,64.4
"AUTRANS",1952,57.4
"AUTRANS",1953,70
"AUTRANS",1954,80.4
"AUTRANS",1955,65.4
"AUTRANS",1956,75
"AUTRANS",1957,57.4
"AUTRANS",1958,70
"AUTRANS",1959,69.2
"AUTRANS",1960,64.1
"AUTRANS",1961,71
"AUTRANS",1962,91.5
"AUTRANS",1963,64.5
"AUTRANS",1964,108
"AUTRANS",1965,44
"AUTRANS",1966,88.5
"AUTRANS",1967,80
"AUTRANS",1968,95
"AUTRANS",1969,58
"AUTRANS",1970,56
"AUTRANS",1971,70
"AUTRANS",1972,43
"AUTRANS",1973,66
"AUTRANS",1974,110
"AUTRANS",1975,108
"AUTRANS",1976,47
"AUTRANS",1977,58
"AUTRANS",1978,130
"AUTRANS",1979,56.5
"AUTRANS",1980,102
"AUTRANS",1981,85
"AUTRANS",1982,66
"AUTRANS",1983,87.2
"AUTRANS",1984,45.2
"AUTRANS",1985,59.3
"AUTRANS",1986,55.3
"AUTRANS",1987,49.5
"AUTRANS",1988,50.2
"AUTRANS",1989,52.3
"AUTRANS",1990,64
"AUTRANS",1991,120
"AUTRANS",1992,55
"AUTRANS",1993,49.3
"AUTRANS",1994,155
"AUTRANS",1995,110
"AUTRANS",1996,168
"AUTRANS",1997,65.5
"AUTRANS",1998,57.5
"AUTRANS",1999,59.8
"AUTRANS",2000,73.5
"AUTRANS",2001,54
"AUTRANS",2002,135.5
"AUTRANS",2003,60
"AUTRANS",2004,56
"AUTRANS",2005,68.5
"AUTRANS",2006,58.5
"AUTRANS",2007,63
"AUTRANS",2008,87.5
"AUTRANS",2009,49.3
"AUTRANS",2010,56.1
"AUTRANS",2011,68.5
"AUTRANS",2012,54.3
"AUTRANS",2013,58.3
"AUTRANS",2014,66.8
"AUTRANS",2015,69.4
"AUTRANS",2016,77.4
"AUTRANS",2017,49.6
"AUTRANS",2018,59
"AUTRANS",2019,NA
"AUTRANS",2020,NA
"AUTRANS",2021,47.6
"AUTRANS",2022,58.7
"CHATELUS BOURNILLON",1950,NA
"CHATELUS BOURNILLON",1951,NA
"CHATELUS BOURNILLON",1952,36
"CHATELUS BOURNILLON",1953,65
"CHATELUS BOURNILLON",1954,70
"CHATELUS BOURNILLON",1955,60.4
"CHATELUS BOURNILLON",1956,94.8
"CHATELUS BOURNILLON",1957,35.8
"CHATELUS BOURNILLON",1958,NA
"CHATELUS BOURNILLON",1959,62.5
"CHATELUS BOURNILLON",1960,73.6
"CHATELUS BOURNILLON",1961,43
"CHATELUS BOURNILLON",1962,63
"CHATELUS BOURNILLON",1963,63.4
"CHATELUS BOURNILLON",1964,65
"CHATELUS BOURNILLON",1965,39.5
"CHATELUS BOURNILLON",1966,78
"CHATELUS BOURNILLON",1967,84.2
"CHATELUS BOURNILLON",1968,62
"CHATELUS BOURNILLON",1969,54
"CHATELUS BOURNILLON",1970,39.5
"CHATELUS BOURNILLON",1971,54.3
"CHATELUS BOURNILLON",1972,34.2
"CHATELUS BOURNILLON",1973,55.3
"CHATELUS BOURNILLON",1974,44
"CHATELUS BOURNILLON",1975,74.7
"CHATELUS BOURNILLON",1976,53.2
"CHATELUS BOURNILLON",1977,47.3
"CHATELUS BOURNILLON",1978,81.4
"CHATELUS BOURNILLON",1979,40.2
"CHATELUS BOURNILLON",1980,66.8
"CHATELUS BOURNILLON",1981,56
"CHATELUS BOURNILLON",1982,54.4
"CHATELUS BOURNILLON",1983,86
"CHATELUS BOURNILLON",1984,50
"CHATELUS BOURNILLON",1985,70
"CHATELUS BOURNILLON",1986,53.2
"CHATELUS BOURNILLON",1987,46.5
"CHATELUS BOURNILLON",1988,53.9
"CHATELUS BOURNILLON",1989,55
"CHATELUS BOURNILLON",1990,75
"CHATELUS BOURNILLON",1991,112.2
"CHATELUS BOURNILLON",1992,77.6
"CHATELUS BOURNILLON",1993,53.5
"CHATELUS BOURNILLON",1994,108.6
"CHATELUS BOURNILLON",1995,105.2
"CHATELUS BOURNILLON",1996,115.4
"CHATELUS BOURNILLON",1997,50.9
"CHATELUS BOURNILLON",1998,58.6
"CHATELUS BOURNILLON",1999,58.7
"CHATELUS BOURNILLON",2000,53.2
"CHATELUS BOURNILLON",2001,54.3
"CHATELUS BOURNILLON",2002,88.4
"CHATELUS BOURNILLON",2003,61
"CHATELUS BOURNILLON",2004,78.6
"CHATELUS BOURNILLON",2005,118.6
"CHATELUS BOURNILLON",2006,58.1
"CHATELUS BOURNILLON",2007,67.6
"CHATELUS BOURNILLON",2008,105.4
"CHATELUS BOURNILLON",2009,46.3
"CHATELUS BOURNILLON",2010,64.9
"CHATELUS BOURNILLON",2011,83.8
"CHATELUS BOURNILLON",2012,70
"CHATELUS BOURNILLON",2013,60.8
"CHATELUS BOURNILLON",2014,89.1
"CHATELUS BOURNILLON",2015,86.4
"CHATELUS BOURNILLON",2016,61
"CHATELUS BOURNILLON",2017,51.5
"CHATELUS BOURNILLON",2018,53.6
"CHATELUS BOURNILLON",2019,75.5
"CHATELUS BOURNILLON",2020,58.8
"CHATELUS BOURNILLON",2021,78.3
"CHATELUS BOURNILLON",2022,62.7
"CHATTE_SAPC",1950,49.5
"CHATTE_SAPC",1951,50.2
"CHATTE_SAPC",1952,47.6
"CHATTE_SAPC",1953,53.3
"CHATTE_SAPC",1954,56.2
"CHATTE_SAPC",1955,65
"CHATTE_SAPC",1956,70.9
"CHATTE_SAPC",1957,29.1
"CHATTE_SAPC",1958,104
"CHATTE_SAPC",1959,52.7
"CHATTE_SAPC",1960,77.7
"CHATTE_SAPC",1961,46.4
"CHATTE_SAPC",1962,31.1
"CHATTE_SAPC",1963,58.2
"CHATTE_SAPC",1964,44.6
"CHATTE_SAPC",1965,33.4
"CHATTE_SAPC",1966,46
"CHATTE_SAPC",1967,79.3
"CHATTE_SAPC",1968,68.3
"CHATTE_SAPC",1969,58.8
"CHATTE_SAPC",1970,42
"CHATTE_SAPC",1971,153.7
"CHATTE_SAPC",1972,43.5
"CHATTE_SAPC",1973,52.1
"CHATTE_SAPC",1974,58.8
"CHATTE_SAPC",1975,81.9
"CHATTE_SAPC",1976,84.7
"CHATTE_SAPC",1977,44.3
"CHATTE_SAPC",1978,86.8
"CHATTE_SAPC",1979,53.1
"CHATTE_SAPC",1980,43.8
"CHATTE_SAPC",1981,58.8
"CHATTE_SAPC",1982,47.3
"CHATTE_SAPC",1983,84.3
"CHATTE_SAPC",1984,41
"CHATTE_SAPC",1985,45.2
"CHATTE_SAPC",1986,36.8
"CHATTE_SAPC",1987,36.2
"CHATTE_SAPC",1988,65.8
"CHATTE_SAPC",1989,43.2
"CHATTE_SAPC",1990,33.2
"CHATTE_SAPC",1991,66
"CHATTE_SAPC",1992,52
"CHATTE_SAPC",1993,55
"CHATTE_SAPC",1994,84
"CHATTE_SAPC",1995,109
"CHATTE_SAPC",1996,51.5
"CHATTE_SAPC",1997,59.5
"CHATTE_SAPC",1998,59.5
"CHATTE_SAPC",1999,64.5
"CHATTE_SAPC",2000,37
"CHATTE_SAPC",2001,52
"CHATTE_SAPC",2002,84.5
"CHATTE_SAPC",2003,92
"CHATTE_SAPC",2004,104.5
"CHATTE_SAPC",2005,72
"CHATTE_SAPC",2006,58
"CHATTE_SAPC",2007,58
"CHATTE_SAPC",2008,91
"CHATTE_SAPC",2009,63
"CHATTE_SAPC",2010,41.5
"CHATTE_SAPC",2011,63.5
"CHATTE_SAPC",2012,56.5
"CHATTE_SAPC",2013,59
"CHATTE_SAPC",2014,62
"CHATTE_SAPC",2015,61
"CHATTE_SAPC",2016,38.8
"CHATTE_SAPC",2017,40.8
"CHATTE_SAPC",2018,49.2
"CHATTE_SAPC",2019,53
"CHATTE_SAPC",2020,44.4
"CHATTE_SAPC",2021,79.5
"CHATTE_SAPC",2022,47.1
"VARCES",1950,NA
"VARCES",1951,NA
"VARCES",1952,NA
"VARCES",1953,NA
"VARCES",1954,NA
"VARCES",1955,NA
"VARCES",1956,NA
"VARCES",1957,NA
"VARCES",1958,80.5
"VARCES",1959,57.3
"VARCES",1960,60.2
"VARCES",1961,56
"VARCES",1962,50.6
"VARCES",1963,49.2
"VARCES",1964,39.5
"VARCES",1965,55.2
"VARCES",1966,53
"VARCES",1967,37.2
"VARCES",1968,43
"VARCES",1969,45
"VARCES",1970,59
"VARCES",1971,45.4
"VARCES",1972,32.4
"VARCES",1973,43.6
"VARCES",1974,52
"VARCES",1975,92.5
"VARCES",1976,41.2
"VARCES",1977,46
"VARCES",1978,63
"VARCES",1979,78.1
"VARCES",1980,48.4
"VARCES",1981,53.1
"VARCES",1982,64
"VARCES",1983,73.2
"VARCES",1984,38
"VARCES",1985,44.8
"VARCES",1986,33
"VARCES",1987,33.5
"VARCES",1988,42.5
"VARCES",1989,51.7
"VARCES",1990,63.5
"VARCES",1991,78.5
"VARCES",1992,74.3
"VARCES",1993,54.5
"VARCES",1994,68.3
"VARCES",1995,59.5
"VARCES",1996,47.5
"VARCES",1997,45.4
"VARCES",1998,50.4
"VARCES",1999,52.5
"VARCES",2000,55
"VARCES",2001,56
"VARCES",2002,72
"VARCES",2003,60.5
"VARCES",2004,46.3
"VARCES",2005,36
"VARCES",2006,42.7
"VARCES",2007,53.2
"VARCES",2008,49
"VARCES",2009,35.2
"VARCES",2010,47.4
"VARCES",2011,41.6
"VARCES",2012,55.8
"VARCES",2013,85.4
"VARCES",2014,45.4
"VARCES",2015,33.6
"VARCES",2016,44.6
"VARCES",2017,30.6
"VARCES",2018,44.4
"VARCES",2019,46.1
"VARCES",2020,69.2
"VARCES",2021,67.8
"VARCES",2022,50.3
"VILLARD-DE-LANS",1950,NA
"VILLARD-DE-LANS",1951,NA
"VILLARD-DE-LANS",1952,NA
"VILLARD-DE-LANS",1953,NA
"VILLARD-DE-LANS",1954,NA
"VILLARD-DE-LANS",1955,NA
"VILLARD-DE-LANS",1956,NA
"VILLARD-DE-LANS",1957,NA
"VILLARD-DE-LANS",1958,NA
"VILLARD-DE-LANS",1959,39.5
"VILLARD-DE-LANS",1960,76
"VILLARD-DE-LANS",1961,89.3
"VILLARD-DE-LANS",1962,58.7
"VILLARD-DE-LANS",1963,45
"VILLARD-DE-LANS",1964,41.7
"VILLARD-DE-LANS",1965,42
